id,created_at,text,retweeted,media,retweeted_count,favorite_count
1045002412526714886,2018-09-26 17:29:25,b'Agreed. The act of driving requires many choices. Make the choice not to drive under the influence. #drivehighdui\xe2\x80\xa6 https://t.co/D5A63ahUTV',False,false,1,1
1044616878327422977,2018-09-25 15:57:26,"b""Being an Edmontonian means being adaptable. This week's challenge is to drive and walk safely under the sun's glare\xe2\x80\xa6 https://t.co/q9PHpxsLln""",False,false,3,3
1044255831586365440,2018-09-24 16:02:46,b'Driven to distraction? Distraction can be deadly. #distracteddriving #dangerous #stayfocused #yeg #abroads https://t.co/MQ6J2qGzIR',False,false,0,0
1044236972556869633,2018-09-24 14:47:49,"b'@YEGMilkman No, this is science. Bridge decks are exposed to the elements - air temperature and windchill so become\xe2\x80\xa6 https://t.co/lavWhTUY5l'",False,false,2,2
1043214459840258048,2018-09-21 19:04:43,b'RT @CityofEdmonton: News: City pilots pedestrian scrambles at Jasper Avenue and 82 Avenue #yeg #yegwalk https://t.co/wEhDcYEQUE https://t.c\xe2\x80\xa6',False,false,29,0
1043137704307744768,2018-09-21 13:59:43,"b'RT @CityofEdmonton: Over 100 city crew members and 10 sander trucks are working on the roads, stairs, trails and bus shelters. City crews a\xe2\x80\xa6'",False,false,38,0
1043121350368407552,2018-09-21 12:54:44,"b'Here\xe2\x80\x99s the snow, take it slow. Take extra care on bridge decks as they may be slippery. Sanders will be out to help\xe2\x80\xa6 https://t.co/Ai5AHZStSC'",False,false,5,5
1042540846527049728,2018-09-19 22:28:01,"b'POINT, PAUSE, PROCEED before crossing the street. Children across the province learned this valuable safety message\xe2\x80\xa6 https://t.co/3mqjZp1Qat'",False,false,2,3
1042430496204980225,2018-09-19 15:09:32,"b'In the Fall, the glaring rays of the sunrise and sunset creep into the rush hour. Visibility is low. Keep your wind\xe2\x80\xa6 https://t.co/tSfuo9dySr'",False,false,1,2
1040636054426988544,2018-09-14 16:19:04,b'The most weekend collisions occur Sat &amp; Sun between 12:00-6:00 p.m. with the peak at 2:00-3:00 p.m. With more snow\xe2\x80\xa6 https://t.co/5u0PoPUSuf',False,false,6,3
1040368378077097984,2018-09-13 22:35:25,b'@kteahen @MarieSoleil_C @VisionZeroTO @Preventable Thanks for the heads up.',False,false,0,0
1040292727060029440,2018-09-13 17:34:48,b'RT @edmontonpolice: Used up all of your vacation time this summer? Can\xe2\x80\x99t take a September snow day? You\xe2\x80\x99re not alone. So please drive prepa\xe2\x80\xa6',False,false,57,0
1039997608284966913,2018-09-12 22:02:06,b'@AdMan0828 You are right; this is one way to get the message out. Remind your friends and family. They told two fri\xe2\x80\xa6 https://t.co/8Pqgt4BXk9',False,false,0,0
1039898306451660801,2018-09-12 15:27:31,"b'As weather and road conditions change, it takes longer to stop. Slow down and allow more space between you and the\xe2\x80\xa6 https://t.co/RaxbdU883x'",False,false,28,26
1039889936101462016,2018-09-12 14:54:15,b'Snow in September?! Be prepared. 1) Top up your windshield fluid. 2) Wash your windshield inside &amp; out. 3) Put a sn\xe2\x80\xa6 https://t.co/ACAPShtsU8',False,false,3,6
1039544049483448321,2018-09-11 15:59:49,b'Driver to driver safety tips: Watch for oncoming vehicles before turning left. Proceed through intersections with c\xe2\x80\xa6 https://t.co/3XmOfMPa9V',False,false,1,0
1039527825118646273,2018-09-11 14:55:21,"b""There were 432 photo radar speeding violations in playground zones yesterday. That's 94 MORE than the first day of\xe2\x80\xa6 https://t.co/cMjqmMz9PQ""",False,false,5,5
1038128918216097792,2018-09-07 18:16:36,b'@VisionZeroSF @sfmta_muni @sfbike @walksf @SFTRU Would love to hear your results.',False,false,0,1
1038126039967260673,2018-09-07 18:05:10,b'RT @SADD_Alberta: Ever wonder why school and playground zones have a limit of 30 km/hr? Research has shown that for each 1.6 km/hr average\xe2\x80\xa6',False,false,15,0
1038124879260733440,2018-09-07 18:00:33,"b""Parents, walk with your child often and be a safe pedestrian role model. Here's some safety tips we can all use.\xe2\x80\xa6 https://t.co/oTcxDIbCSr""",False,false,2,1
1037747777126592513,2018-09-06 17:02:05,b'RT @ab_amss: Phone Down - Buckle Up #BackToSchool2018 @AMAcommunity @ABTransComm @VisionZeroYEG @YYC_BeSafe @GOBLUECIRCLE @ReapersPlace @Bu\xe2\x80\xa6',False,false,8,0
1037711761963503616,2018-09-06 14:38:58,"b'@troypavlek Hi, Troy. Based on new info this morning, the stats for Tues, Sept 4, the first day of school, were 337\xe2\x80\xa6 https://t.co/TecGJBcU5k'",False,false,9,3
1037710630059266048,2018-09-06 14:34:28,"b""Correction: The stats shared yesterday were for the first day of school - Tues, Sept 4. Wed, Sept 5's stats were 33\xe2\x80\xa6 https://t.co/rjinC5j8RR""",False,false,6,3
1037466507326836736,2018-09-05 22:24:25,b'We have to do better. There was one speeder who went 100 km in a 30 km zone today. Not only is this dangerous for t\xe2\x80\xa6 https://t.co/4VAbG2zEkh',False,false,8,7
1037441392270659584,2018-09-05 20:44:37,"b""Here's how to park safely in Edmonton. Use the rule of 5: Park at least 5 metres away from stop signs, yield signs,\xe2\x80\xa6 https://t.co/JumJj6FlTQ""",False,false,3,7
1037039057891549184,2018-09-04 18:05:53,b'@trishwillknow @TheYEGTraffic Good point. No U turns either.',False,false,0,1
1037036443820908544,2018-09-04 17:55:30,"b'RT @edmontonpolice: EPS, City Councillors and EPSB remind drivers and pedestrians to mind the rules of the road as more than 150,000 studen\xe2\x80\xa6'",False,false,24,0
1037035460176965632,2018-09-04 17:51:35,"b""Don't block the walk. Don't stop on or park within 5 metres of a crosswalk. It makes it difficult for drivers to se\xe2\x80\xa6 https://t.co/7dXx1vApqA""",False,false,10,14
1037023018516529152,2018-09-04 17:02:09,"b'RT @edmontonpolice: \xe2\x80\x9cDo the math. Speed kills!\xe2\x80\x9d: Edmonton area roads will become even more congested beginning today, when more than 150,00\xe2\x80\xa6'",False,false,31,0
1037000273179242496,2018-09-04 15:31:46,b'Be smart. Be safe. Be a Textbook Driver and slow down in neighbourhoods. Watch for children and their families cros\xe2\x80\xa6 https://t.co/HOZ6IxXwxb',False,false,9,10
1036999127932887040,2018-09-04 15:27:13,b'@bevesslinger @Ward4Aaron @edmontonpolice @EPSBNews Together we are asking motorists to take care as children retur\xe2\x80\xa6 https://t.co/t8f5AxVFMk',False,false,7,6
1035631659364769792,2018-08-31 20:53:23,"b""Here's some homework for parents. Practice crossing the street at an intersection and a crosswalk with your childre\xe2\x80\xa6 https://t.co/kEohLRrdLz""",False,false,1,3
1035559180512317441,2018-08-31 16:05:23,b'Rushing to start your long weekend? Consider this. The majority of collisions happen during the afternoon rush hour\xe2\x80\xa6 https://t.co/RqbXIUKCtl',False,false,7,3
1035300645656440832,2018-08-30 22:58:03,b'@JLKavanaugh @CityofEdmonton You are welcome.',False,false,0,0
1035200466882187264,2018-08-30 16:19:59,"b'@heavensatruck Hi, Norm. Thanks again for sharing your concerns. Playground zones are monitored on a rotational bas\xe2\x80\xa6 https://t.co/RGqUZq1awW'",False,false,0,0
1035183717004730368,2018-08-30 15:13:25,"b""@Vision0West1 Thanks for the heads up. Please contact Edmonton Police Service's non-emergency line: 780-423-4567, #377 to report.""",False,false,0,0
1034919053662380032,2018-08-29 21:41:44,b'@heavensatruck What is the location of your playground zone?',False,false,0,0
1034884622901899265,2018-08-29 19:24:55,b'@MoniCanMoniCan It is from 7:30 a.m. to 9:00 p.m.',False,false,0,0
1034869182918098944,2018-08-29 18:23:34,"b'Big or small, students return to school Sept 4. Please slow down and pay attention, particularly around elementary\xe2\x80\xa6 https://t.co/fm0tqpOhuz'",False,false,18,20
1032666686300643328,2018-08-23 16:31:38,"b'Thank you to over 4,000 people who completed the 3rd Traffic Safety Culture Survey online. Your feedback helps shap\xe2\x80\xa6 https://t.co/2repp31nsg'",False,false,1,2
1032660532522696704,2018-08-23 16:07:11,b'@Bob13787492 @CityofEdmonton We are sorry to hear that. We wish you a speedy recovery.',False,false,0,2
1032384029100658688,2018-08-22 21:48:27,"b'@hunkEmusic To clarify, leave 2 to 3 seconds between you and the vehicle ahead, in ideal road conditions. During th\xe2\x80\xa6 https://t.co/BnKnNEVSIo'",False,false,0,2
1032363165403602944,2018-08-22 20:25:33,"b'@hunkEmusic During ideal conditions, you should drive at least 2 to 3 seconds behind the vehicle in front. Any incr\xe2\x80\xa6 https://t.co/wS5DegxuHV'",False,false,0,1
1032301066224721920,2018-08-22 16:18:48,"b'With Back to School, our morning commute will soon be busier. From Jan-July 2018, there were 4,907 collisions, with\xe2\x80\xa6 https://t.co/dvWP6uHB0b'",False,false,13,12
1031569977860481024,2018-08-20 15:53:43,"b'Participate in the 3rd Edmonton and Area Traffic Safety Culture Survey (https://t.co/M5Hp52BAZp), by August 21, 11:\xe2\x80\xa6 https://t.co/TKVziqMrF7'",False,false,8,6
1031553190473285632,2018-08-20 14:47:00,b'The #1 reason for collisions in 2017 in Edmonton is from following too closely. Allow space between your vehicle an\xe2\x80\xa6 https://t.co/Zyd2o4FUu0',False,false,2,2
1031550332923330560,2018-08-20 14:35:39,"b'Agreed. A wish for always. Be safe out there: Vehicle drivers, motorcyclists, cyclists and pedestrians.\xe2\x80\xa6 https://t.co/P9oc67QcwM'",False,false,0,1
1030474798286090240,2018-08-17 15:21:51,"b'@krisbanner @timquerengesser @CityofEdmonton Good morning, Tim. Thanks for the note. Would you please contact 311 E\xe2\x80\xa6 https://t.co/0kaKNaIk0K'",False,false,0,2
1030112715799289862,2018-08-16 15:23:04,b'@JLKavanaugh @canoeheads We will look into those as well. Thank you.',False,false,0,1
1029850490941526017,2018-08-15 22:01:05,b'@JLKavanaugh @canoeheads The planters will be removed. The City has identified 70 crosswalk locations to be upgrade\xe2\x80\xa6 https://t.co/g616MYK0UG',False,false,0,1
1029842971661758464,2018-08-15 21:31:12,b'Be a Vision Hero! Ensure your headlights AND your tail lights are ON during these hazy days. #visionzeroyeg #yeg #yegtraffic',False,false,4,2
1029826228860010496,2018-08-15 20:24:40,b'@JLKavanaugh @canoeheads We are listening and are looking into this. Thank you for bringing it to our attention.',False,false,0,2
1027936420051046400,2018-08-10 15:15:15,b'Our latest Voices of Traffic Safety is online: https://t.co/A3gJeh4Bno View all of them at https://t.co/qovWU56uxG',False,false,0,1
1026909397937582080,2018-08-07 19:14:14,b'New York City finds success with its Vision Zero strategy: https://t.co/I1SZ2r3UAV',False,false,0,0
1025061720845246464,2018-08-02 16:52:13,b'Participate in Edmonton\xe2\x80\x99s traffic safety culture online survey #SafeRoads https://t.co/TXQO9svWdQ https://t.co/AiC1oXvk2Y',False,true,2,1
1023939491168321536,2018-07-30 14:32:53,"b'RT @ABTransComm: Avoid cellphone usage while driving \xe2\x80\x93 if it rings, have your passenger answer it or pull off the road and put your vehicle\xe2\x80\xa6'",False,false,8,0
1022540816995078145,2018-07-26 17:55:03,"b'Left-turn across path collisions cause serious injuries and fatalities. Please watch for cyclists, motorcyclists an\xe2\x80\xa6 https://t.co/DfCsIXxFg2'",False,false,8,10
1022239576927039489,2018-07-25 21:58:02,b'RT @ABTransComm: Distraction is dangerous for all road users. Use electronic devices only when it\xe2\x80\x99s safe and legal to do so #ABRoads',False,false,5,0
1021845324837543936,2018-07-24 19:51:25,"b""RT @ab_amss: Let's keep this conversation going. #distracteddriving @ABTransComm @ABSafetycouncil @TNTMotorcycling @AMAcommunity @MJForbes\xe2\x80\xa6""",False,false,4,0
1021792326320943104,2018-07-24 16:20:49,"b'RT @ABTransComm: Avoid cellphone usage while driving \xe2\x80\x93 if it rings, have your passenger answer it or pull over before answering.\n#ABRoads #\xe2\x80\xa6'",False,false,8,0
1021460224484364288,2018-07-23 18:21:09,"b'RT @ab_amss: So true, please stop it now. Start those conversations with family and friends. @AMTA_ca @ABTransComm @ABTransComm @diversifie\xe2\x80\xa6'",False,false,10,0
1019965896389931008,2018-07-19 15:23:14,b'RT @ABTransComm: Research shows 20-30% of collisions are due to distraction \nPut down your device and focus on driving &amp; only driving \n#ABR\xe2\x80\xa6',False,false,12,0
1019696841225465856,2018-07-18 21:34:06,"b'RT @CityofEdmonton: Heading to the #kDaysParade #yegdt this Friday? Everything you need to know about the parade route, road closures, #yeg\xe2\x80\xa6'",False,false,6,0
1019339366890549248,2018-07-17 21:53:38,b'RT @edmontonpolice: Take precautions to protect your loved ones this summer: Always check the backseat before exiting a vehicle \xc2\xa0 On a warm\xe2\x80\xa6',False,false,40,0
1019249922573361152,2018-07-17 15:58:12,b'Reminder on our second day of extreme heat https://t.co/1l1qNHVww8',False,false,0,0
1017475611990753280,2018-07-12 18:27:44,"b'The @CityofEdmonton would like to thank all the keynote speakers and delegates, international and local, who shared\xe2\x80\xa6 https://t.co/fdUDYYNO62'",False,false,2,12
1017157171803406337,2018-07-11 21:22:22,b'The #VisionZero Safety Philosophy in #Sweden https://t.co/QKLEQDwgSU',False,true,2,0
1017156169268248576,2018-07-11 21:18:23,b'The Swedish approach has 5 Dimensions to #VisionZero https://t.co/AluCTX3pcB',False,true,0,0
1017155357347463168,2018-07-11 21:15:09,"b'Lie: ""We accepted how people were, not what we hoped them to be. We needed to develop a system that tolerated human\xe2\x80\xa6 https://t.co/dQ9q2i7BjN'",False,false,0,2
1017154961153540097,2018-07-11 21:13:35,b'Anders Lie of the Swedish Transport Administration speaks about how #Sweden developed its #VisionZero strategy at t\xe2\x80\xa6 https://t.co/Ijw9OnWHYC',False,false,0,1
1017075510948462592,2018-07-11 15:57:52,b'Biggest changes to impaired driving enforcement from @AlbertaJSG following cannabis legalization: simpler legal cod\xe2\x80\xa6 https://t.co/LPfi6jnfFT',False,false,2,1
1017073678616387585,2018-07-11 15:50:35,"b'Robert Palser of @AlbertaJSG explains significant changes to impaired driving enforcement - a ""revolution"" in Canad\xe2\x80\xa6 https://t.co/LvwBye7fjC'",False,false,4,2
1017063858702151680,2018-07-11 15:11:34,b'Dr. James Fell of @UChicago provides info on role @ICADTS plays in helping countries determine impact on traffic sa\xe2\x80\xa6 https://t.co/fK1FScA5DL',False,false,1,1
1017050848659058690,2018-07-11 14:19:52,"b""@CanadaSweden @polisen_riks @Trafikverket @CityofEdmonton Thank you. We're very grateful they traveled to Edmonton\xe2\x80\xa6 https://t.co/8gHs8E7vyW""",False,false,0,2
1016710320209793024,2018-07-10 15:46:44,"b'Technology, infrastructure, and culture all play a role in reducing fatalities to zero in the US (or any country)\xe2\x80\xa6 https://t.co/ZiAm9Dq304'",False,false,9,9
1016706740253966337,2018-07-10 15:32:31,"b'Where the US compares (far left) to Canada and other countries in traffic fatalities, shown at the #yeg Urban Traff\xe2\x80\xa6 https://t.co/ei9Qb80dQF'",False,false,9,6
1016703893596540929,2018-07-10 15:21:12,b'Jane Terry of @NSCsafety speaks about the how the US plans to achieve zero traffic fatalities by 2050 at the #yeg U\xe2\x80\xa6 https://t.co/xxXl0Ekq0W',False,false,8,11
1016699215659974659,2018-07-10 15:02:37,"b""RT @VisionZeroCA: Good to see Canada's road safety record compared to Sweden #VisionZero @CBCNews. But please say #crashnotaccident in desc\xe2\x80\xa6""",False,false,3,0
1016696800604852227,2018-07-10 14:53:01,"b'Gerry Shimko, Executive Director of Traffic Safety for the @CityofEdmonton, received the Prince Michael Decade of A\xe2\x80\xa6 https://t.co/VLkJymZqMg'",False,false,1,3
1016444805885222912,2018-07-09 22:11:41,b'Vingilis: stronger legislation in Ontario against street racing has made some impact in curbing street racing behav\xe2\x80\xa6 https://t.co/sNlkHj4bQ9',False,false,4,2
1016444406415613952,2018-07-09 22:10:05,b'Street racing #YouTube videos very popular but impact on actual street racing still to be studied https://t.co/cNvzrVkmPk',False,true,1,1
1016431289925185536,2018-07-09 21:17:58,b'Vingilis: much of the data in Canada on speed-racing is from Ontario; there is no nation-wide study on #streetracing #yegtraffic #VisionZero',False,false,3,1
1016429799768592385,2018-07-09 21:12:03,"b'Evelyn Vingilis, University of Western Ontario, speaks about the culture and public health issues associated with\xe2\x80\xa6 https://t.co/xbqMkCR8pS'",False,false,2,1
1016407387685572608,2018-07-09 19:42:59,"b'RT @yegQuotient: Welcome to Edmonton, Urban Traffic Safety Conference attendees! Please convince our city council to take #visionzero serio\xe2\x80\xa6'",False,false,2,0
1016377405659738112,2018-07-09 17:43:51,b'Wester of @polisen_riks: Swedish police adopted the 20-minute method in 2016 - every officer does 20 min traffic co\xe2\x80\xa6 https://t.co/inXO1jxVch',False,false,2,2
1016376352776192000,2018-07-09 17:39:40,b'Keynote speaker Jenny Wester of @polisen_riks presents #VisionZero strategy in #Sweden at #yeg Urban Traffic Safety\xe2\x80\xa6 https://t.co/FWI4iUHq65',False,false,4,3
1016374498155610114,2018-07-09 17:32:18,b'Elder Irene Morin of the #EnochCree Nation provides opening remarks and prayer at the Urban Traffic Safety Conferen\xe2\x80\xa6 https://t.co/hVhErP5gj0',False,false,2,2
1016371702266134528,2018-07-09 17:21:11,b'Councillor @bevesslinger delivers the opening speech at the #yeg Urban Traffic Safety Conference #VisionZero\xe2\x80\xa6 https://t.co/R7MonScEX7',False,false,3,4
1012758258979753984,2018-06-29 18:02:39,b'RT @CityofEdmonton: The speed limit near Accidental Beach has lowered from 60 km/h to 50 km/h along 98 Ave between 91 and 96A St. https://t\xe2\x80\xa6',False,false,5,0
1012059189638676480,2018-06-27 19:44:48,"b'Reminder! If you are coming into Edmonton from the QE2 onto Gateway Blvd, pay attention to the change in speed limi\xe2\x80\xa6 https://t.co/qFgsZLhQqe'",False,false,4,8
1011706117435428864,2018-06-26 20:21:49,"b'RT @edmontonpolice: Final thoughts for #TrafficTuesday: all users of our roads, please pay attention to signage. There are new signs to obe\xe2\x80\xa6'",False,false,12,0
1011706065665196032,2018-06-26 20:21:37,"b""RT @edmontonpolice: Don't forget: even though school is done this week, all playground zones will remain in effect. Playground zones includ\xe2\x80\xa6""",False,false,76,0
1011702497218478082,2018-06-26 20:07:26,b'RT @CityofEdmonton: Our Bike Education Street Team &amp; @EdmontonPolice were along #yegbikegrid this morning reminding all road users of the r\xe2\x80\xa6',False,false,14,0
1011373332552269824,2018-06-25 22:19:27,b'The school year is coming to an end but playground zones are still in effect all summer long! Remember to slow to 3\xe2\x80\xa6 https://t.co/DOZF3iFvMf',False,false,25,22
1011247717027233793,2018-06-25 14:00:18,b'RT @ABTransComm: Did you know #impaireddriving includes prescription drugs and over-the-counter drugs? Make sure you read the labels before\xe2\x80\xa6',False,false,6,0
1009537484596772864,2018-06-20 20:44:27,b'RT @CityofEdmonton: Cycle Safe: Watch for bike signals and signs and stop on red https://t.co/kGeBLEDFNx #yegbike https://t.co/IlNSfwap4z',False,true,2,0
1008828196970643461,2018-06-18 21:45:59,"b""RT @CityofEdmonton: Check out https://t.co/kGeBLEDFNx to learn about what you'll see on the protected bike routes and how to safely navigat\xe2\x80\xa6""",False,false,5,0
1007016071918833665,2018-06-13 21:45:15,b'RT @ABTransComm: Drivers need to be aware that motorized vehicles can cause injuries and damage and need to exercise caution when behind th\xe2\x80\xa6',False,false,5,0
1006570437227130881,2018-06-12 16:14:28,"b'Congratulations to @JulieKusiek, this year\xe2\x80\x99s winner of the Community Traffic Safety Award in #yeg! Julie was the dr\xe2\x80\xa6 https://t.co/D4n5oEPlcI'",False,false,6,36
1005181810408427520,2018-06-08 20:16:33,"b'RT @ABTransComm: Trucks are not large cars. Whether accelerating, braking, climbing a hill, changing lanes or turning, big trucks must regu\xe2\x80\xa6'",False,false,12,0
1004737590493188097,2018-06-07 14:51:23,b'RT @ABTransComm: It is not a good idea to drive beside a large truck for any length of time. Trucks have large blind spots and the driver m\xe2\x80\xa6',False,false,17,0
1004448866106630144,2018-06-06 19:44:06,"b'RT @ABTransComm: Pedestrians, cyclists &amp; motorists and sometimes even trains converge at intersections, creating conflict points and increa\xe2\x80\xa6'",False,false,3,0
1004094267034198016,2018-06-05 20:15:03,b'RT @ABTransComm: Share the road \xe2\x80\x93 look twice for motorcyclists at intersections &amp; when changing lanes #drivingtips #ABRoads https://t.co/Ds\xe2\x80\xa6',False,false,3,0
1004094110393700352,2018-06-05 20:14:25,b'RT @ab_amss: Texting and Driving. Bad Medicine. #distracteddriving #ThinkBike @AMAcommunity @ABTransComm @WillysTrucking @LookLearnLive @Mo\xe2\x80\xa6',False,false,11,0
1002946886624407552,2018-06-02 16:15:46,"b'And they\xe2\x80\x99re off! Running, walking &amp; cycling to raise awareness for Vision Zero, the City\xe2\x80\x99s long term goal of zero t\xe2\x80\xa6 https://t.co/xHepm33sX6'",False,false,0,2
1002941640279973890,2018-06-02 15:54:55,b'5 minutes til race time for the 7th annual Run Walk Ride for Vision Zero! #visionzero #yegtraffic #yeg https://t.co/XxXu4Skb4J',False,true,0,1
1002251304121483264,2018-05-31 18:11:46,b'@ab_amss @riversidehonda Thank you for your support!! And all the best at your event too!',False,false,0,2
1002210809831800832,2018-05-31 15:30:51,"b'Two more days to sign up for the Run Walk Ride for Vision Zero this Saturday, June 2! Join us for a 5k run/walk, 10\xe2\x80\xa6 https://t.co/jBk6lU1B4q'",False,false,4,1
1001939390472572929,2018-05-30 21:32:20,b'RT @CityofEdmonton: Driving along #yegbikegrid? 4 Things to Know: \n4) Yield to cyclists when turning across the bike lanes #yegtraffic http\xe2\x80\xa6',False,false,3,0
1001917670118146048,2018-05-30 20:06:01,"b""RT @edmontonpolice: As we near the end of #TrafficTuesday, we'd like to remind all motorists to watch for the no right turn on red signs in\xe2\x80\xa6""",False,false,46,0
